Proposal,Observation,Data Type,Intent,Instrument,Filter,Moving,Polygon Boundary,Exposure Start,Exposure End,Level 2 Members,Asteroids,Datalabs
2046,jw02046-o030_t029_miri_f560w,image,science,MIRI/IMAGE,F560W,No,Polygon 234.36912751500026 -30.189754464999986 234.33135020100022 -30.176809572999996 234.3468130309999 -30.143092364999983 234.38457945500022 -30.15603282999998,2023-03-07 15:57:55.137,2023-03-07 16:02:10.430,"jw02046030001_02101_00001_mirimage, jw02046030001_02101_00002_mirimage, jw02046030001_02101_00003_mirimage",2011 BN173,True
2046,jw02046-o031_t030_miri_f1280w,image,science,MIRI/IMAGE,F1280W,No,Polygon 356.092829259 -30.951185902999985 356.05215824399994 -30.955338390000023 356.04716806099975 -30.919323619999993 356.087823974 -30.91517269699998,2023-07-11 21:18:24.452,2023-07-11 21:22:56.408,"jw02046031001_03103_00001_mirimage, jw02046031001_03103_00002_mirimage, jw02046031001_03103_00003_mirimage",,True
2046,jw02046-o031_t030_miri_f1800w,image,science,MIRI/IMAGE,F1800W,No,Polygon 356.09283195800026 -30.951200239999995 356.05216092500007 -30.955352701999995 356.047170744 -30.91933772599998 356.0878266749999 -30.915186827000024,2023-07-11 21:26:05.140,2023-07-11 21:30:48.215,"jw02046031001_03105_00001_mirimage, jw02046031001_03105_00002_mirimage, jw02046031001_03105_00003_mirimage",,True
2046,jw02046-o031_t030_miri_f2100w,image,science,MIRI/IMAGE,F2100W,No,Polygon 356.092814152 -30.95118955600001 356.05214298799996 -30.955341998000005 356.04715282800004 -30.919326884999993 356.0878088910001 -30.91517600699997,2023-07-11 21:33:31.937,2023-07-11 21:42:30.294,"jw02046031001_03107_00001_mirimage, jw02046031001_03107_00002_mirimage, jw02046031001_03107_00003_mirimage",,True
2046,jw02046-o031_t030_miri_f560w,image,science,MIRI/IMAGE,F560W,No,Polygon 356.0928074099999 -30.95118817999998 356.0521358119998 -30.95534073799998 356.04714559699994 -30.919325846999975 356.0878020940001 -30.915174853000003,2023-07-11 21:10:54.875,2023-07-11 21:15:10.168,"jw02046031001_03101_00001_mirimage, jw02046031001_03101_00002_mirimage, jw02046031001_03101_00003_mirimage",,True
2046,jw02046-o032_t031_miri_f1280w-brightsky,image,science,MIRI/IMAGE,F1280W,No,Polygon 172.96093393600026 -12.519115633999979 172.97821787700025 -12.528849215999989 172.96781192199992 -12.546457799000006 172.9505271930002 -12.536723552000026,2023-06-24 14:56:55.606,2023-06-24 15:00:36.272,"jw02046032001_02103_00001_mirimage, jw02046032001_02103_00002_mirimage, jw02046032001_02103_00003_mirimage",,True
2046,jw02046-o032_t031_miri_f1800w-brightsky,image,science,MIRI/IMAGE,F1800W,No,Polygon 172.9609407250001 -12.519102621999995 172.97822459999992 -12.52883616200002 172.96781860800027 -12.546444818000017 172.95053394500013 -12.536710611999979,2023-06-24 15:03:46.646,2023-06-24 15:07:29.008,"jw02046032001_02105_00001_mirimage, jw02046032001_02105_00002_mirimage, jw02046032001_02105_00003_mirimage",,True
2046,jw02046-o032_t031_miri_f2550w-brightsky,image,science,MIRI/IMAGE,F2550W,No,Polygon 172.96093672699973 -12.519119448999982 172.97822138699988 -12.528853368000014 172.96781543800012 -12.546462064000028 172.95052999000026 -12.536727481000009,2023-06-24 15:11:02.727,2023-06-24 15:22:34.991,"jw02046032001_02107_00001_mirimage, jw02046032001_02107_00002_mirimage, jw02046032001_02107_00003_mirimage",,True
2046,jw02046-o032_t031_miri_f560w-brightsky,image,science,MIRI/IMAGE,F560W,No,Polygon 172.96095157600027 -12.519125441999977 172.97823530399975 -12.528859018000029 172.96782906099992 -12.546467883000016 172.9505445450001 -12.536733641999996,2023-06-24 14:49:53.334,2023-06-24 14:53:37.457,"jw02046032001_02101_00001_mirimage, jw02046032001_02101_00002_mirimage, jw02046032001_02101_00003_mirimage",,True
2046,jw02046-o054_t054_miri_f1280w,image,science,MIRI/IMAGE,F1280W,No,Polygon 61.49684663999989 -33.16928150400002 61.47479226700006 -33.13940039199997 61.51163143900015 -33.12033453599998 61.53369356299996 -33.150209154999985,2022-10-27 20:03:53.336,2022-10-27 20:07:38.136,"jw02046054001_03103_00001_mirimage, jw02046054001_03103_00002_mirimage, jw02046054001_03103_00003_mirimage",,True
2046,jw02046-o054_t054_miri_f1800w,image,science,MIRI/IMAGE,F1800W,No,Polygon 61.49683234699989 -33.169289843 61.4747778659998 -33.13940861599999 61.51161739399977 -33.120342558000004 61.53367962700022 -33.15021729199997,2022-10-27 20:10:44.023,2022-10-27 20:14:34.392,"jw02046054001_03105_00001_mirimage, jw02046054001_03105_00002_mirimage, jw02046054001_03105_00003_mirimage",,True
2046,jw02046-o054_t054_miri_f2550w,image,science,MIRI/IMAGE,F2550W,No,Polygon 61.49684572400023 -33.16927659500002 61.47479133299978 -33.139395539000006 61.511630509000256 -33.12032962599999 61.53369265199993 -33.15020418900003,2022-10-27 20:18:19.170,2022-10-27 20:30:42.903,"jw02046054001_03107_00001_mirimage, jw02046054001_03107_00002_mirimage, jw02046054001_03107_00003_mirimage",,True
2046,jw02046-o054_t054_miri_f560w,image,science,MIRI/IMAGE,F560W,No,Polygon 61.49683384099995 -33.169264135000006 61.47478017600005 -33.13938333299998 61.51162039999992 -33.12031733800002 61.53368181799999 -33.150191647000014,2022-10-27 19:56:54.264,2022-10-27 20:00:36.313,"jw02046054001_03101_00001_mirimage, jw02046054001_03101_00002_mirimage, jw02046054001_03101_00003_mirimage",,True
2064,jw02064-o001_t001_miri_f1000w-sub256,image,science,MIRI/IMAGE,F1000W,No,Polygon 109.13353455900013 -29.330443888999984 109.12363471199976 -29.327670009000002 109.1268060380001 -29.319067651000015 109.13670513600023 -29.32184129699997,2022-10-21 14:40:30.962,2022-10-21 14:50:34.757,"jw02064001001_03103_00001_mirimage, jw02064001001_03103_00002_mirimage, jw02064001001_03103_00003_mirimage, jw02064001001_03103_00004_mirimage",,True
2064,jw02064-o001_t001_miri_f1500w-sub256,image,science,MIRI/IMAGE,F1500W,No,Polygon 109.13411163300027 -29.331306532000024 109.1226242860002 -29.328087768999993 109.12628086200024 -29.318169576999992 109.13776720700025 -29.321388027,2022-10-21 14:53:49.745,2022-10-21 15:03:53.284,"jw02064001001_03105_00001_mirimage, jw02064001001_03105_00002_mirimage, jw02064001001_03105_00003_mirimage, jw02064001001_03105_00004_mirimage",,True
2064,jw02064-o001_t001_miri_f1800w-sub256,image,science,MIRI/IMAGE,F1800W,No,Polygon 109.13410251499975 -29.33133057 109.12261532100005 -29.328111853999975 109.1262727059999 -29.318191455999983 109.1377588980001 -29.321409858,2022-10-21 15:06:29.680,2022-10-21 15:16:27.844,"jw02064001001_03107_00001_mirimage, jw02064001001_03107_00002_mirimage, jw02064001001_03107_00003_mirimage, jw02064001001_03107_00004_mirimage",,True
2064,jw02064-o001_t001_miri_f2100w-sub256,image,science,MIRI/IMAGE,F2100W,No,Polygon 109.13409350100027 -29.331316618999992 109.12260369499998 -29.328097172000017 109.12626170100013 -29.318175083999996 109.13775050499977 -29.321394217000016,2022-10-21 15:19:08.399,2022-10-21 15:29:13.987,"jw02064001001_03109_00001_mirimage, jw02064001001_03109_00002_mirimage, jw02064001001_03109_00003_mirimage, jw02064001001_03109_00004_mirimage",,True
2064,jw02064-o001_t001_miri_f560w-sub256,image,science,MIRI/IMAGE,F560W,No,Polygon 109.13351546499997 -29.330440672999977 109.12361500200008 -29.327666598999972 109.12678643999992 -29.31906399900003 109.13668615400016 -29.321837838000015,2022-10-21 14:26:41.523,2022-10-21 14:36:55.558,"jw02064001001_03101_00001_mirimage, jw02064001001_03101_00002_mirimage, jw02064001001_03101_00003_mirimage, jw02064001001_03101_00004_mirimage",,True
2064,jw02064-o002_t009_miri_f1000w-sub256,image,science,MIRI/IMAGE,F1000W,No,Polygon 109.17551836099983 -29.325874035999995 109.16597210999993 -29.32319329299998 109.16900979100018 -29.314970964999976 109.17855535300001 -29.317651491999996,2022-10-21 15:49:52.558,2022-10-21 15:54:17.025,"jw02064002001_02103_00001_mirimage, jw02064002001_02103_00002_mirimage",,True
2064,jw02064-o002_t009_miri_f1500w-sub256,image,science,MIRI/IMAGE,F1500W,No,Polygon 109.17552474499985 -29.325868568000026 109.16597883499979 -29.323187931999996 109.16901647099996 -29.314965692000005 109.17856169100013 -29.317646111999988,2022-10-21 15:57:32.333,2022-10-21 16:01:55.905,"jw02064002001_02105_00001_mirimage, jw02064002001_02105_00002_mirimage",,True
2064,jw02064-o002_t009_miri_f1800w-sub256,image,science,MIRI/IMAGE,F1800W,No,Polygon 109.175516313 -29.32589031999997 109.16597017799998 -29.32320960999998 109.16900782600018 -29.31498737200001 109.17855327099971 -29.317667866000015,2022-10-21 16:04:41.261,2022-10-21 16:09:01.825,"jw02064002001_02107_00001_mirimage, jw02064002001_02107_00002_mirimage",,True
2064,jw02064-o002_t009_miri_f2100w-sub256,image,science,MIRI/IMAGE,F2100W,No,Polygon 109.1755054919999 -29.32587388400002 109.16595917900024 -29.32319312599998 109.16899681199983 -29.31497091999999 109.17854243599997 -29.317651461999986,2022-10-21 16:11:47.500,2022-10-21 16:16:11.968,"jw02064002001_02109_00001_mirimage, jw02064002001_02109_00002_mirimage",,True
2064,jw02064-o002_t009_miri_f560w-sub256,image,science,MIRI/IMAGE,F560W,No,Polygon 109.17549912200009 -29.325870787999996 109.16595214500022 -29.32318982400003 109.16898990100009 -29.31496734399999 109.17853618800007 -29.317648091999974,2022-10-21 15:41:57.230,2022-10-21 15:46:22.018,"jw02064002001_02101_00001_mirimage, jw02064002001_02101_00002_mirimage",,True
2064,jw02064-o003_t002_miri_f1000w-sub256,image,science,MIRI/IMAGE,F1000W,No,Polygon 146.42173051700004 -14.320873820000015 146.430815252 -14.323038431000022 146.42858864799987 -14.331811860000021 146.41950357899992 -14.32964716400001,2023-04-27 22:36:50.571,2023-04-27 22:46:50.207,"jw02064003001_05101_00001_mirimage, jw02064003001_05101_00002_mirimage, jw02064003001_05101_00003_mirimage, jw02064003001_05101_00004_mirimage",,True
2064,jw02064-o003_t002_miri_f1500w-sub256,image,science,MIRI/IMAGE,F1500W,No,Polygon 146.42114680999987 -14.320071680000012 146.43168600199988 -14.322582812999984 146.42912462899997 -14.332675566000011 146.4185849909999 -14.330164319999982,2023-04-27 22:50:15.371,2023-04-27 23:00:25.182,"jw02064003001_07101_00001_mirimage, jw02064003001_07101_00002_mirimage, jw02064003001_07101_00003_mirimage, jw02064003001_07101_00004_mirimage",,True
2064,jw02064-o003_t002_miri_f1800w-sub256,image,science,MIRI/IMAGE,F1800W,No,Polygon 146.4211483229998 -14.320032243000016 146.43169561900024 -14.322545304999974 146.42913038300026 -14.332653291000003 146.41858264099974 -14.330140116999976,2023-04-27 23:03:31.210,2023-04-27 23:13:39.869,"jw02064003001_09101_00001_mirimage, jw02064003001_09101_00002_mirimage, jw02064003001_09101_00003_mirimage, jw02064003001_09101_00004_mirimage",,True
2064,jw02064-o003_t002_miri_f2100w-sub256,image,science,MIRI/IMAGE,F2100W,No,Polygon 146.42116529300012 -14.320043067999986 146.4317081829998 -14.322555081999976 146.42914144099976 -14.332668992000011 146.418598105 -14.330156863999983,2023-04-27 23:16:53.065,2023-04-27 23:26:53.596,"jw02064003001_11101_00001_mirimage, jw02064003001_11101_00002_mirimage, jw02064003001_11101_00003_mirimage, jw02064003001_11101_00004_mirimage",,True
2064,jw02064-o003_t002_miri_f560w-sub256,image,science,MIRI/IMAGE,F560W,No,Polygon 146.42174783200005 -14.320875919999997 146.43083365000024 -14.323040842999989 146.428606919 -14.33181455299998 146.41952076699982 -14.329649546000024,2023-04-27 22:21:43.564,2023-04-27 22:32:53.344,"jw02064003001_03101_00001_mirimage, jw02064003001_03101_00002_mirimage, jw02064003001_03101_00003_mirimage, jw02064003001_03101_00004_mirimage",,True
2064,jw02064-o004_t010_miri_f1000w-sub256,image,science,MIRI/IMAGE,F1000W,No,Polygon 146.45154796199992 -14.325319381 146.4603089310002 -14.327411223000027 146.45817597500022 -14.335797737999975 146.44941469800017 -14.333705817999993,2023-04-27 23:49:27.751,2023-04-27 23:53:48.379,"jw02064004001_02103_00001_mirimage, jw02064004001_02103_00002_mirimage",,True
2064,jw02064-o004_t010_miri_f1500w-sub256,image,science,MIRI/IMAGE,F1500W,No,Polygon 146.4515424349998 -14.325325297000024 146.4603036569999 -14.327417203999996 146.45817073099997 -14.335803582000008 146.44940920100012 -14.333711597000026,2023-04-27 23:56:59.463,2023-04-28 00:01:23.034,"jw02064004001_02105_00001_mirimage, jw02064004001_02105_00002_mirimage",,True
2064,jw02064-o004_t010_miri_f1800w-sub256,image,science,MIRI/IMAGE,F1800W,No,Polygon 146.451548572 -14.325302936000028 146.46030958599982 -14.32739479100001 146.45817663899987 -14.335781265000014 146.4494153169997 -14.33368933200002,2023-04-28 00:04:08.390,2023-04-28 00:08:32.858,"jw02064004001_02107_00001_mirimage, jw02064004001_02107_00002_mirimage",,True
2064,jw02064-o004_t010_miri_f2100w-sub256,image,science,MIRI/IMAGE,F2100W,No,Polygon 146.45155929000006 -14.32531876100002 146.46032061999983 -14.327410688999981 146.45818771400016 -14.335797002999977 146.44942607699986 -14.333704997000005,2023-04-28 00:11:17.318,2023-04-28 00:15:43.258,"jw02064004001_02109_00001_mirimage, jw02064004001_02109_00002_mirimage",,True
2064,jw02064-o004_t010_miri_f560w-sub256,image,science,MIRI/IMAGE,F560W,No,Polygon 146.45156530000017 -14.32532171699998 146.46032743799992 -14.327413870999994 146.45819444800006 -14.335800385000017 146.44943200199995 -14.333708152000012,2023-04-27 23:41:39.912,2023-04-27 23:45:57.211,"jw02064004001_02101_00001_mirimage, jw02064004001_02101_00002_mirimage",,True
2064,jw02064-o005_t003_miri_f1000w-sub256,image,science,MIRI/IMAGE,F1000W,No,Polygon 149.8709866170001 -22.820058372999984 149.87966691000025 -22.824319145999983 149.87505931800018 -22.83229369899999 149.86637866099997 -22.82803267699999,2023-05-31 07:36:05.975,2023-05-31 07:46:12.523,"jw02064005001_02103_00001_mirimage, jw02064005001_02103_00002_mirimage, jw02064005001_02103_00003_mirimage, jw02064005001_02103_00004_mirimage",,True
2064,jw02064-o005_t003_miri_f1500w-sub256,image,science,MIRI/IMAGE,F1500W,No,Polygon 149.87061765700003 -22.819116746000027 149.880689672 -22.824060612 149.8753753250002 -22.83325852400002 149.86530282100023 -22.828314324000026,2023-05-31 07:49:15.543,2023-05-31 07:59:28.042,"jw02064005001_02105_00001_mirimage, jw02064005001_02105_00002_mirimage, jw02064005001_02105_00003_mirimage, jw02064005001_02105_00004_mirimage",,True
2064,jw02064-o005_t003_miri_f1800w-sub256,image,science,MIRI/IMAGE,F1800W,No,Polygon 149.87062373499992 -22.819098465 149.88069940099984 -22.824044124000004 149.87538720899974 -22.833238304000005 149.865311056 -22.828292310999984,2023-05-31 08:02:08.598,2023-05-31 08:12:18.473,"jw02064005001_02107_00001_mirimage, jw02064005001_02107_00002_mirimage, jw02064005001_02107_00003_mirimage, jw02064005001_02107_00004_mirimage",,True
2064,jw02064-o005_t003_miri_f2100w-sub256,image,science,MIRI/IMAGE,F2100W,No,Polygon 149.870635121 -22.819120142999985 149.88070567499997 -22.824063294000023 149.87539424599976 -22.833256149999983 149.86532320400013 -22.828312666000024,2023-05-31 08:15:02.613,2023-05-31 08:24:55.977,"jw02064005001_02109_00001_mirimage, jw02064005001_02109_00002_mirimage, jw02064005001_02109_00003_mirimage, jw02064005001_02109_00004_mirimage",,True
2064,jw02064-o005_t003_miri_f560w-sub256,image,science,MIRI/IMAGE,F560W,No,Polygon 149.8710037149998 -22.82006452100002 149.87968388999982 -22.824325198000018 149.87507640699985 -22.832299633999988 149.8663958669999 -22.828038706999994,2023-05-31 07:22:32.792,2023-05-31 07:32:33.324,"jw02064005001_02101_00001_mirimage, jw02064005001_02101_00002_mirimage, jw02064005001_02101_00003_mirimage, jw02064005001_02101_00004_mirimage",,True
2064,jw02064-o006_t011_miri_f1000w-sub256,image,science,MIRI/IMAGE,F1000W,No,Polygon 149.90082582300008 -22.802241334999984 149.90919566100018 -22.806352967000016 149.90478920199982 -22.81397539599999 149.8964190280001 -22.809863534000026,2023-05-31 08:43:13.427,2023-05-31 08:47:35.783,"jw02064006001_02103_00001_mirimage, jw02064006001_02103_00002_mirimage",,True
2064,jw02064-o006_t011_miri_f1500w-sub256,image,science,MIRI/IMAGE,F1500W,No,Polygon 149.90081903700025 -22.802245542000005 149.9091886349998 -22.80635705300001 149.90478216000017 -22.813979514999996 149.89641222700024 -22.809867774000008,2023-05-31 08:50:36.755,2023-05-31 08:55:01.223,"jw02064006001_02105_00001_mirimage, jw02064006001_02105_00002_mirimage",,True
2064,jw02064-o006_t011_miri_f1800w-sub256,image,science,MIRI/IMAGE,F1800W,No,Polygon 149.90083095800023 -22.80222526600001 149.9092006039999 -22.806336805999983 149.90479410800023 -22.813959294999986 149.8964241270002 -22.809847525000023,2023-05-31 08:57:46.835,2023-05-31 09:02:04.134,"jw02064006001_02107_00001_mirimage, jw02064006001_02107_00002_mirimage",,True
2064,jw02064-o006_t011_miri_f2100w-sub256,image,science,MIRI/IMAGE,F2100W,No,Polygon 149.90083766299986 -22.802242913000004 149.9092076289999 -22.806354608000017 149.90480117300012 -22.813977030999975 149.8964308719997 -22.80986510599998,2023-05-31 09:04:48.594,2023-05-31 09:09:14.278,"jw02064006001_02109_00001_mirimage, jw02064006001_02109_00002_mirimage",,True
2064,jw02064-o006_t011_miri_f560w-sub256,image,science,MIRI/IMAGE,F560W,No,Polygon 149.9008431130002 -22.80224776899998 149.9092133160002 -22.806359593000007 149.9048067950001 -22.813982106999983 149.89643625599987 -22.809870052999973,2023-05-31 08:35:15.988,2023-05-31 08:39:39.880,"jw02064006001_02101_00001_mirimage, jw02064006001_02101_00002_mirimage",,True
2064,jw02064-o007_t004_miri_f1000w-sub256,image,science,MIRI/IMAGE,F1000W,No,Polygon 155.8796620249999 19.859024870000006 155.87097350800022 19.86295109899999 155.87513435099976 19.87109599200001 155.88382321000023 19.867169560999972,2022-11-26 13:01:47.822,2022-11-26 13:11:59.490,"jw02064007001_05101_00001_mirimage, jw02064007001_05101_00002_mirimage, jw02064007001_05101_00003_mirimage, jw02064007001_05101_00004_mirimage",,True
2064,jw02064-o007_t004_miri_f1500w-sub256,image,science,MIRI/IMAGE,F1500W,No,Polygon 155.8800684210001 19.85809516399998 155.86998274200005 19.862652733999976 155.87478234099976 19.87204811200001 155.88486848000008 19.867490272000012,2022-11-26 13:15:30.029,2022-11-26 13:25:26.401,"jw02064007001_07101_00001_mirimage, jw02064007001_07101_00002_mirimage, jw02064007001_07101_00003_mirimage, jw02064007001_07101_00004_mirimage",,True
2064,jw02064-o007_t004_miri_f1800w-sub256,image,science,MIRI/IMAGE,F1800W,No,Polygon 155.88005931999984 19.85807886200002 155.86997415200022 19.862636194999975 155.8747715930002 19.872027361999994 155.88485721999976 19.867469757999995,2022-11-26 13:28:28.204,2022-11-26 13:38:28.736,"jw02064007001_09101_00001_mirimage, jw02064007001_09101_00002_mirimage, jw02064007001_09101_00003_mirimage, jw02064007001_09101_00004_mirimage",,True
2064,jw02064-o007_t004_miri_f2100w-sub256,image,science,MIRI/IMAGE,F2100W,No,Polygon 155.8800478759998 19.85809483299997 155.86996516300002 19.862651056000022 155.87476398599998 19.872044926000004 155.88484715800027 19.867488431999966,2022-11-26 13:41:38.668,2022-11-26 13:51:47.583,"jw02064007001_11101_00001_mirimage, jw02064007001_11101_00002_mirimage, jw02064007001_11101_00003_mirimage, jw02064007001_11101_00004_mirimage",,True
2064,jw02064-o007_t004_miri_f560w-sub256,image,science,MIRI/IMAGE,F560W,No,Polygon 155.8796450270003 19.85903025400001 155.87095567299977 19.86295690200002 155.87511679899976 19.871102264000033 155.88380649499993 19.86717541399997,2022-11-26 12:47:39.887,2022-11-26 12:57:53.922,"jw02064007001_03101_00001_mirimage, jw02064007001_03101_00002_mirimage, jw02064007001_03101_00003_mirimage, jw02064007001_03101_00004_mirimage",,True
2064,jw02064-o008_t012_miri_f1000w-sub256,image,science,MIRI/IMAGE,F1000W,No,Polygon 155.94545714399985 19.85569012300001 155.9370778049999 19.859478354 155.94105692000014 19.86726432699998 155.94943657500005 19.86347591000001,2022-11-26 14:15:07.882,2022-11-26 14:19:26.398,"jw02064008001_02103_00001_mirimage, jw02064008001_02103_00002_mirimage",,True
2064,jw02064-o008_t012_miri_f1500w-sub256,image,science,MIRI/IMAGE,F1500W,No,Polygon 155.9454637009999 19.85569463699998 155.9370845509998 19.859482780000018 155.94106365000022 19.867268726999974 155.94944311600028 19.863480398000018,2022-11-26 14:22:29.097,2022-11-26 14:26:52.669,"jw02064008001_02105_00001_mirimage, jw02064008001_02105_00002_mirimage",,True
2064,jw02064-o008_t012_miri_f1800w-sub256,image,science,MIRI/IMAGE,F1800W,No,Polygon 155.9454530039999 19.85567386700002 155.93707389800008 19.859461981000024 155.94105296699988 19.86724788800002 155.9494323890002 19.863459587999984,2022-11-26 14:29:31.113,2022-11-26 14:33:50.525,"jw02064008001_02107_00001_mirimage, jw02064008001_02107_00002_mirimage",,True
2064,jw02064-o008_t012_miri_f2100w-sub256,image,science,MIRI/IMAGE,F2100W,No,Polygon 155.9454454839999 19.85569117699999 155.93706608300016 19.859479427999993 155.94104519900026 19.867265417999974 155.94942491599994 19.863476980999994,2022-11-26 14:36:30.760,2022-11-26 14:40:48.316,"jw02064008001_02109_00001_mirimage, jw02064008001_02109_00002_mirimage",,True
2064,jw02064-o008_t012_miri_f560w-sub256,image,science,MIRI/IMAGE,F560W,No,Polygon 155.94544008000005 19.85569588199997 155.9370602559999 19.859484346000013 155.94103939999985 19.86727034800002 155.94941954099977 19.863481698999987,2022-11-26 14:07:06.538,2022-11-26 14:11:32.222,"jw02064008001_02101_00001_mirimage, jw02064008001_02101_00002_mirimage",,True
2064,jw02064-o009_t005_miri_f1000w-sub256,image,science,MIRI/IMAGE,F1000W,No,Polygon 186.44315254099988 12.668183708999987 186.4513657050001 12.66394627199998 186.44703706000007 12.655959656000004 186.43882408099992 12.66019696000001,2023-06-27 17:00:14.784,2023-06-27 17:10:13.268,"jw02064009001_02103_00001_mirimage, jw02064009001_02103_00002_mirimage, jw02064009001_02103_00003_mirimage, jw02064009001_02103_00004_mirimage",,True
2064,jw02064-o009_t005_miri_f1500w-sub256,image,science,MIRI/IMAGE,F1500W,No,Polygon 186.44279943499978 12.669121076999998 186.45232938000012 12.664204256000007 186.44733841600004 12.654995681999985 186.43780871899992 12.659912327,2023-06-27 17:13:16.287,2023-06-27 17:23:24.947,"jw02064009001_02105_00001_mirimage, jw02064009001_02105_00002_mirimage, jw02064009001_02105_00003_mirimage, jw02064009001_02105_00004_mirimage",,True
2064,jw02064-o009_t005_miri_f1800w-sub256,image,science,MIRI/IMAGE,F1800W,No,Polygon 186.44278387600028 12.669091393000006 186.452313882 12.664174535000008 186.44734993200026 12.655015815000022 186.43782017299978 12.659932496000009,2023-06-27 17:26:06.079,2023-06-27 17:36:19.218,"jw02064009001_02107_00001_mirimage, jw02064009001_02107_00002_mirimage, jw02064009001_02107_00003_mirimage, jw02064009001_02107_00004_mirimage",,True
2064,jw02064-o009_t005_miri_f2100w-sub256,image,science,MIRI/IMAGE,F2100W,No,Polygon 186.44282154700014 12.669129490999982 186.4523512140002 12.664212805000023 186.44735678500004 12.654997855000003 186.43782736600014 12.659914364000008,2023-06-27 17:39:04.510,2023-06-27 17:49:09.265,"jw02064009001_02109_00001_mirimage, jw02064009001_02109_00002_mirimage, jw02064009001_02109_00003_mirimage, jw02064009001_02109_00004_mirimage",,True
2064,jw02064-o009_t005_miri_f560w-sub256,image,science,MIRI/IMAGE,F560W,No,Polygon 186.44316888600008 12.668177565999985 186.451382817 12.663939702000027 186.44705399099976 12.655952808999999 186.43884024499988 12.66019054099999,2023-06-27 16:46:29.633,2023-06-27 16:56:39.124,"jw02064009001_02101_00001_mirimage, jw02064009001_02101_00002_mirimage, jw02064009001_02101_00003_mirimage, jw02064009001_02101_00004_mirimage",,True
2064,jw02064-o010_t013_miri_f1000w-sub256,image,science,MIRI/IMAGE,F1000W,No,Polygon 186.45086978000023 12.707020930999988 186.45879363200024 12.702936552000008 186.45465729999998 12.695300016000012 186.44673362000023 12.699384272999975,2023-06-27 18:07:26.460,2023-06-27 18:11:49.136,"jw02064010001_02103_00001_mirimage, jw02064010001_02103_00002_mirimage",,True
2064,jw02064-o010_t013_miri_f1500w-sub256,image,science,MIRI/IMAGE,F1500W,No,Polygon 186.4508633189999 12.70701660699998 186.4587870829998 12.702932275000014 186.45465075799996 12.695295747999982 186.44672716499983 12.699379957000007,2023-06-27 18:14:49.724,2023-06-27 18:19:14.512,"jw02064010001_02105_00001_mirimage, jw02064010001_02105_00002_mirimage",,True
2064,jw02064-o010_t013_miri_f1800w-sub256,image,science,MIRI/IMAGE,F1800W,No,Polygon 186.45087457799983 12.707036847000003 186.45879842899998 12.70295246800002 186.45466209500012 12.695315930000003 186.44673841499977 12.699400185999984,2023-06-27 18:21:59.867,2023-06-27 18:26:24.335,"jw02064010001_02107_00001_mirimage, jw02064010001_02107_00002_mirimage",,True
2064,jw02064-o010_t013_miri_f2100w-sub256,image,science,MIRI/IMAGE,F2100W,No,Polygon 186.45088115599992 12.707019019000008 186.45880523299982 12.702934521000014 186.45466889200014 12.695297975000015 186.4467449869999 12.69938235099999,2023-06-27 18:29:05.787,2023-06-27 18:33:30.575,"jw02064010001_02109_00001_mirimage, jw02064010001_02109_00002_mirimage",,True
2064,jw02064-o010_t013_miri_f560w-sub256,image,science,MIRI/IMAGE,F560W,No,Polygon 186.45088604899993 12.707014841000015 186.45881033499995 12.702930234999998 186.4546740180003 12.695293732000025 186.44674990300012 12.699378214999982,2023-06-27 17:59:25.117,2023-06-27 18:03:49.905,"jw02064010001_02101_00001_mirimage, jw02064010001_02101_00002_mirimage",,True
2064,jw02064-o011_t006_miri_f1000w-sub256,image,science,MIRI/IMAGE,F1000W,No,Polygon 201.43039171899997 -29.827874731999987 201.44022684400025 -29.830935684000018 201.43671007099996 -29.83943980100003 201.42687421699972 -29.83637858800002,2022-06-29 11:59:27.946,2022-06-29 12:09:31.485,"jw02064011001_02103_00001_mirimage, jw02064011001_02103_00002_mirimage, jw02064011001_02103_00003_mirimage, jw02064011001_02103_00004_mirimage",,True
2064,jw02064-o011_t006_miri_f1500w-sub256,image,science,MIRI/IMAGE,F1500W,No,Polygon 201.43087365099993 -29.82881572600001 201.44070802099995 -29.831876369000014 201.43720287299996 -29.840352427000006 201.42736777499974 -29.837291524000015,2022-06-29 12:12:42.569,2022-06-29 12:22:54.493,"jw02064011001_02105_00001_mirimage, jw02064011001_02105_00002_mirimage, jw02064011001_02105_00003_mirimage, jw02064011001_02105_00004_mirimage",,True
2064,jw02064-o011_t006_miri_f1800w-sub256,image,science,MIRI/IMAGE,F1800W,No,Polygon 201.43162386000003 -29.829753184000005 201.44146004799975 -29.832814305999992 201.43794595199984 -29.841312080000026 201.4281090350001 -29.83825069799999,2022-06-29 12:25:39.848,2022-06-29 12:35:41.276,"jw02064011001_02107_00001_mirimage, jw02064011001_02107_00002_mirimage, jw02064011001_02107_00003_mirimage, jw02064011001_02107_00004_mirimage",,True
2064,jw02064-o011_t006_miri_f2100w-sub256,image,science,MIRI/IMAGE,F2100W,No,Polygon 201.43237133000005 -29.830744799999984 201.4422071319998 -29.833805708999982 201.4386904059998 -29.842309930000024 201.42885387500007 -29.839248759999986,2022-06-29 12:38:25.736,2022-06-29 12:48:34.395,"jw02064011001_02109_00001_mirimage, jw02064011001_02109_00002_mirimage, jw02064011001_02109_00003_mirimage, jw02064011001_02109_00004_mirimage",,True
