Proposal,Observation,Filter,Moving,Image Intent,Polygon,Exp Start,Exp End,Asteroids,JPL Classification,S/N,JPL Phase Angle (Deg),JPL Sun-Asteroid Dist (AU),JPL Asteroid-JWST Dist (AU),JPL Diameter (km),JPL Geo Albedo,JPL Pos Uncertainty (Arcsec)
1837,jw01837001005_02101_00002_mirimage,F770W,No,science,Polygon 34.40236423799999 -5.105073402999996 34.432768137000004 -5.097045213000001 34.44109170799997 -5.127344192000001 34.41081265500002 -5.135639212000002,2023-01-16 11:42:24.981,2023-01-16 11:49:48.987,,,,,,,,,
1837,jw01837001005_04101_00001_mirimage,F770W,No,science,Polygon 34.40234349399999 -5.104588431000002 34.432747376999984 -5.096560270000002 34.44107091499999 -5.126859255999998 34.410791878000005 -5.135154247999998,2023-01-16 11:55:10.932,2023-01-16 12:02:34.938,,,,,,,,,
1837,jw01837001005_04101_00002_mirimage,F770W,No,science,Polygon 34.40236409600003 -5.105073325999998 34.432767993999995 -5.097045132000002 34.441091569000015 -5.127344108999999 34.41081251799997 -5.1356391330000015,2023-01-16 12:03:58.164,2023-01-16 12:11:22.170,,,,,,,,,
1837,jw01837001005_06101_00001_mirimage,F1800W,No,science,Polygon 34.402318545 -5.104582602000002 34.43272163199998 -5.096554419000003 34.44104556399997 -5.126853599000001 34.410766837999994 -5.135148358,2023-01-16 12:17:22.940,2023-01-16 12:24:49.721,,,,,,,,,
1837,jw01837001005_06101_00002_mirimage,F1800W,No,science,Polygon 34.40233962300001 -5.1050674339999995 34.43274274300002 -5.097039285999999 34.44106664599998 -5.127338476000002 34.41078788699998 -5.135633199000002,2023-01-16 12:26:15.804,2023-01-16 12:33:42.585,,,,,,,,,
1837,jw01837001005_08101_00001_mirimage,F1800W,No,science,Polygon 34.402318712999985 -5.1045824899999985 34.43272180999998 -5.0965543449999995 34.441045703999976 -5.126853535999999 34.410766967 -5.1351482570000035,2023-01-16 12:39:07.259,2023-01-16 12:46:34.040,,,,,,,,,
1837,jw01837001005_08101_00002_mirimage,F1800W,No,science,Polygon 34.40233978000002 -5.105067385000002 34.43274290899999 -5.097039273 34.44106677599998 -5.127338473000002 34.41078800700003 -5.135633160999998,2023-01-16 12:47:57.306,2023-01-16 12:55:24.087,,,,,,,,,
1837,jw01837001006_02101_00001_mirimage,F770W,No,science,Polygon 34.36969902100002 -5.104728384999999 34.40010323699998 -5.096701452999998 34.408425541999975 -5.127000775000002 34.378146159999986 -5.135294542999999,2023-01-16 13:08:32.208,2023-01-16 13:15:56.214,,,,,,,,,
1837,jw01837001006_02101_00002_mirimage,F770W,No,science,Polygon 34.369720528999984 -5.1052132010000015 34.40012479600002 -5.097186369999999 34.40844700400003 -5.127485720000003 34.37816757200002 -5.135779386000002,2023-01-16 13:17:19.504,2023-01-16 13:24:43.510,,,,,,,,,
1837,jw01837001006_04101_00001_mirimage,F770W,No,science,Polygon 34.36969963899997 -5.104728257000001 34.40010388299999 -5.0967014310000005 34.408426080000005 -5.127000781999998 34.37814666999997 -5.135294444000002,2023-01-16 13:30:05.391,2023-01-16 13:37:29.397,,,,,,,,,
1837,jw01837001006_04101_00002_mirimage,F770W,No,science,Polygon 34.369720610999984 -5.1052131519999975 34.40012488500002 -5.097186350000002 34.40844706499998 -5.127485708000003 34.37816762499998 -5.135779346000001,2023-01-16 13:38:52.686,2023-01-16 13:46:16.692,,,,,,,,,
1837,jw01837001006_06101_00001_mirimage,F1800W,No,science,Polygon 34.369675272000016 -5.104722366999997 34.400078742000005 -5.096695599999999 34.40840125400002 -5.126995166999999 34.378122133000005 -5.135288516,2023-01-16 13:52:00.823,2023-01-16 13:59:27.604,,,,,,,,,
