Proposal,Observation,Instrument,Filter,Moving,Polygon,Exp Start,Exp End,Asteroids
2987,jw02987-o003_t001_miri_f2100w,MIRI,F2100W,No,Polygon 11.724349058000021 -25.370012106000022 11.959383153000013 -25.133502318000005 12.060667484000026 -25.215682383999997 11.825671621999984 -25.452352681999983,2023-11-04 13:42:03.937,2023-11-05 05:40:24.115,['2023 RK160']
2987,jw02987-o003_t001_miri_f770w,MIRI,F770W,No,Polygon 11.724357650000004 -25.37000884500002 11.959387960999988 -25.13349598499998 12.060673597000017 -25.215674728000025 11.825681530000024 -25.452348097999977,2023-11-04 13:32:51.654,2023-11-05 05:27:29.844,['2023 RK160']
2987,jw02987-o004_t002_miri_f2100w,MIRI,F2100W,No,Polygon 12.095359905000027 -25.397554154999987 12.141751184999992 -25.349900883999993 12.189999409000007 -25.388220277000013 12.14361245200001 -25.435888682000005,2023-11-05 06:09:54.599,2023-11-05 07:52:15.915,
2987,jw02987-o004_t002_miri_f770w,MIRI,F770W,No,Polygon 12.09536553 -25.397547771000013 12.141756805999979 -25.349894498999976 12.190005029999991 -25.388213891000014 12.143618076000001 -25.43588229699999,2023-11-05 06:00:53.452,2023-11-05 07:39:10.572,
3034,jw03034-o001_t001_miri_f770w,MIRI,F770W,No,Polygon 246.63096246899983 -24.414187575999982 246.5972956569998 -24.40609827399999 246.60636196499982 -24.37481599200001 246.64002102199998 -24.382903290999998,2024-03-16 17:58:45.805,2024-03-16 18:46:04.699,
3034,jw03034-o002_t002_miri_f770w,MIRI,F770W,No,Polygon 246.79793203599985 -24.33839060500002 246.7642375189998 -24.33034600800002 246.77325674699992 -24.298990017000005 246.80694350399997 -24.30703262499999,2024-03-16 19:11:19.929,2024-03-16 20:46:39.348,['2008 FA55']
3034,jw03034-o003_t003_miri_f770w,MIRI,F770W,No,Polygon 246.86292557900003 -24.48287444099999 246.82936513999977 -24.474368084999973 246.83890380500003 -24.44320160399999 246.872456583 -24.451705854000007,2024-04-01 05:15:36.656,2024-04-01 06:15:05.417,
3034,jw03034-o004_t004_miri_f770w,MIRI,F770W,No,Polygon 246.901401395 -24.459876978000022 246.8678422849999 -24.45138632600003 246.87736161099986 -24.420215386000002 246.9109130649998 -24.428703939,2024-04-01 06:37:36.884,2024-04-01 07:37:47.268,
3034,jw03034-o005_t005_miri_f770w,MIRI,F770W,No,Polygon 246.9381297499999 -24.714610681999982 246.90452603299983 -24.706042919000016 246.9141513379999 -24.674893967999978 246.94774731699982 -24.683459588999984,2024-04-01 08:06:13.999,2024-04-01 09:05:53.855,
3034,jw03034-o006_t006_miri_f770w,MIRI,F770W,No,Polygon 246.94518016000015 -24.676443164999984 246.91158280999986 -24.667888113 246.92119089799976 -24.636735525000017 246.95478052199996 -24.645288442000027,2024-04-01 09:26:56.554,2024-04-01 10:26:58.619,
3034,jw03034-o007_t007_miri_f770w,MIRI,F770W,No,Polygon 247.93142427699993 -24.028428246 247.897854287 -24.020357513000018 247.90687241600003 -23.989070583000018 247.94043480699995 -23.997139353000016,2024-04-01 11:01:28.855,2024-04-01 11:44:51.894,
3034,jw03034-o008_t008_miri_f770w,MIRI,F770W,No,Polygon 245.80519505199976 -23.05273291899999 245.7718692200001 -23.044674653999998 245.78080680999992 -23.013384003000024 245.8141254380001 -23.02144039700003,2024-03-16 21:25:13.745,2024-03-16 22:52:58.157,
3034,jw03034-o009_t009_miri_f770w,MIRI,F770W,No,Polygon 246.58162338300005 -24.69582687300003 246.61561716699995 -24.702976350999975 246.6075891739998 -24.734491102000025 246.57358724499977 -24.727339813000007,2023-08-16 07:31:01.094,2023-08-16 08:32:12.575,
3034,jw03034-o010_t010_miri_f770w,MIRI,F770W,No,Polygon 246.85949115899984 -24.658166132000016 246.8259054399998 -24.649589380000016 246.8355364729999 -24.618443012000007 246.8691144809999 -24.62701762499999,2024-04-01 12:19:05.527,2024-04-01 13:18:09.329,['2003 UM107']
3034,jw03034-o011_t011_miri_f770w,MIRI,F770W,No,Polygon 234.8288957669997 -34.772917082 234.86729588899985 -34.776091146999974 234.86335870800028 -34.80827739500001 234.8249437479998 -34.80510209000002,2024-07-11 13:19:47.506,2024-07-11 15:23:55.847,
3034,jw03034-o011_t017_miri_f770w,MIRI,F770W,No,Polygon 234.83102972499978 -34.77312543600001 234.86943002800018 -34.776298809000025 234.86548994699987 -34.808515780999976 234.8270747920001 -34.80534116700002,2024-07-11 13:45:13.840,2024-07-11 15:49:30.438,
3034,jw03034-o012_t012_miri_f770w,MIRI,F770W,No,Polygon 243.14381543599987 -38.252401231 243.1839919979998 -38.255495214999996 243.17997862499982 -38.287689320999995 243.13978442099975 -38.284593965999996,2024-07-30 05:18:03.953,2024-07-30 06:46:02.251,
3034,jw03034-o013_t013_miri_f770w,MIRI,F770W,No,Polygon 236.923791046 -35.47786636499998 236.96251113200026 -35.48115004899998 236.95840245099993 -35.51332478199998 236.9196670240003 -35.51003978199998,2024-07-16 08:43:38.910,2024-07-16 10:13:25.368,
3034,jw03034-o014_t014_miri_f770w,MIRI,F770W,No,Polygon 237.9082570460001 -35.946547727000016 237.9471844060001 -35.95026425900002 237.94251028400012 -35.98239032300001 237.903567304 -35.978672278000026,2024-07-20 23:07:24.908,2024-07-21 00:20:26.777,
3034,jw03034-o015_t015_miri_f770w,MIRI,F770W,No,Polygon 242.18280870900014 -39.246003683000005 242.22354347299995 -39.24913641099998 242.2194230260002 -39.28132664299999 242.178669734 -39.27819247699999,2024-07-30 07:22:45.671,2024-07-30 08:58:07.939,
3034,jw03034-o016_t016_miri_f770w,MIRI,F770W,No,Polygon 240.16564187999975 -41.503029821000005 240.2078195330001 -41.505715484000014 240.2041688349999 -41.53794778900001 240.16197032300002 -41.535260787999974,2024-07-28 05:54:08.421,2024-07-28 07:22:59.393,
3034,jw03034-o018_t018_miri_f770w,MIRI,F770W,No,Polygon 241.92910331599992 -38.970203425999976 241.96972023099974 -38.97299421599999 241.96606484600022 -39.00521717899997 241.92542958200005 -39.002425118000005,2024-07-27 20:48:24.901,2024-07-27 22:23:52.737,
3034,jw03034-o019_t019_miri_f770w,MIRI,F770W,No,Polygon 242.99282548099976 -30.173569068000013 243.02896470400023 -30.178945024999976 243.02262272000016 -30.210825079 242.9864721420001 -30.205447381,2024-07-27 14:08:50.788,2024-07-27 15:38:28.920,
3034,jw03034-o020_t020_miri_f770w,MIRI,F770W,No,Polygon 241.40718690299985 -20.381818449000004 241.4396808150002 -20.390605951000026 241.43011589300005 -20.421686865000016 241.39761597100008 -20.412897590000032,2024-07-21 07:43:51.707,2024-07-21 09:42:24.312,['2011 UK16']
3034,jw03034-o021_t021_miri_f770w,MIRI,F770W,No,Polygon 240.49888377899987 -22.96001340799999 240.53224835699996 -22.967837362999997 240.52357918400023 -22.999185440999998 240.490207366 -22.991359670000005,2024-07-16 10:57:21.748,2024-07-16 12:33:56.143,
3034,jw03034-o022_t022_miri_f770w,MIRI,F770W,No,Polygon 242.7908842499998 -19.303700391000014 242.82306056600027 -19.312801751999977 242.8132208739998 -19.343788581999995 242.78103900299993 -19.334685495000024,2024-07-18 12:31:12.590,2024-07-18 13:44:20.011,
3034,jw03034-o023_t023_miri_f770w,MIRI,F770W,No,Polygon 243.6765833619998 -23.541727036000022 243.71019813600014 -23.549164188000002 243.70192180400005 -23.580609885000033 243.66829945300015 -23.57317095199999,2024-07-27 16:13:35.253,2024-07-27 17:49:08.593,['2011 UM4']
3034,jw03034-o024_t024_miri_f770w,MIRI,F770W,No,Polygon 244.10596331100004 -25.362081765000017 244.14023926299976 -25.368842699999995 244.13260656399999 -25.40044699399998 244.09832206900018 -25.393684288999985,2024-07-27 18:29:25.709,2024-07-27 20:04:53.545,
3034,jw03034-o025_t025_miri_f770w,MIRI,F770W,No,Polygon 245.08612852900018 -24.700212838000017 245.12016910600025 -24.707182069000012 245.11234336200016 -24.738739100999997 245.07829459199985 -24.731768102000014,2024-08-01 05:20:20.078,2024-08-01 06:56:46.217,
3034,jw03034-o026_t026_miri_f770w,MIRI,F770W,No,Polygon 245.53057119699974 -25.191135177000028 245.56480322800005 -25.19787765299999 245.55720208300013 -25.229485951000015 245.5229615819997 -25.22274172400001,2024-08-01 07:32:50.790,2024-08-01 09:08:10.241,
3034,jw03034-o027_t027_miri_f770w,MIRI,F770W,No,Polygon 242.06509422299973 -19.496033937999997 242.09732024699994 -19.50509835800002 242.08750892399974 -19.536096392999994 242.05527726999995 -19.527030234000012,2024-07-20 00:06:28.605,2024-07-20 01:35:19.529,
3034,jw03034-o028_t028_miri_f770w,MIRI,F770W,No,Polygon 242.22149852100029 -19.14365437700001 242.25362477699977 -19.152814232999976 242.2437314549998 -19.18378300100002 242.21159971400027 -19.174621425,2024-07-21 01:04:00.951,2024-07-21 02:17:08.370,
3034,jw03034-o037_t039_miri_f770w,MIRI,F770W,No,Polygon 246.5775967749999 -24.696151922000013 246.6112596149998 -24.703234522000024 246.6033892719999 -24.734118365000025 246.56971852699982 -24.72703400700002,2023-08-16 08:40:18.210,2023-08-16 08:56:23.902,
3034,jw03034-o039_t050_miri_f770w,MIRI,F770W,Yes,Polygon 320.4555447070002 -15.53813131499999 320.42396590499993 -15.547089999999988 320.4144810089998 -15.51604421299998 320.44605547000026 -15.507086877999988,2024-06-21 18:58:01.302,2024-06-21 21:57:50.896,
3050,jw03050-o001_t001_miri_f560w,MIRI,F560W,No,Polygon 69.20919000599977 26.825646243000012 69.24918628700019 26.827425076999987 69.25124122299974 26.79050226499998 69.2112579319999 26.78872401100002,2024-02-24 19:06:03.120,2024-02-24 19:18:47.625,
3050,jw03050-o020_t020_miri_f560w,MIRI,F560W,No,Polygon 69.42508169999988 26.996009092000012 69.46391548199979 26.997320206999998 69.46537140400022 26.96293331499998 69.42654946800013 26.961622599999995,2024-02-24 19:51:12.173,2024-02-25 00:15:59.288,
3050,jw03050-o025_t025_miri_f1000w,MIRI,F1000W,No,Polygon 69.42753964300009 26.995044265000022 69.46305632499987 26.99624356500001 69.46440212900008 26.964473430000016 69.4288954580002 26.963274467999977,2024-02-25 16:19:59.670,2024-02-25 18:30:59.576,
3050,jw03050-o025_t025_miri_f770w,MIRI,F770W,No,Polygon 69.42755983199994 26.995048915999995 69.46307651599992 26.996248201 69.46442230400027 26.964478063999987 69.42891562999982 26.963279116999978,2024-02-25 14:02:37.438,2024-02-25 16:14:25.152,
3050,jw03050-o030_t030_miri_f560w,MIRI,F560W,No,Polygon 69.55956375899981 27.098562077999972 69.59846767199984 27.099873324 69.59992373599985 27.06548639200002 69.561031743 27.064175549000005,2024-02-25 00:43:23.292,2024-02-25 05:08:58.215,
3153,jw03153-o001_t001_miri_f1000w,MIRI,F1000W,No,Polygon 122.0258945360001 -64.72213384800015 122.09125193099972 -64.73718878399976 122.0552521299999 -64.76566214199981 121.98984595600002 -64.75059134399997,2024-05-12 13:13:15.681,2024-05-12 13:34:10.016,
3153,jw03153-o001_t001_miri_f1130w,MIRI,F1130W,No,Polygon 122.02590687999992 -64.72212650799999 122.09126425499991 -64.73718144499998 122.0552644609999 -64.76565480200021 121.98985830700026 -64.75058400300001,2024-05-12 13:42:15.648,2024-05-12 14:03:12.799,
3153,jw03153-o001_t001_miri_f770w,MIRI,F770W,No,Polygon 122.02593718799994 -64.72213892799982 122.09129471100006 -64.73719377200015 122.05529512199978 -64.76566717999994 121.98988881900017 -64.75059647399995,2024-05-12 12:43:06.275,2024-05-12 13:04:08.994,
3153,jw03153-o002_t002_miri_f1000w,MIRI,F1000W,No,Polygon 75.26655625799985 -43.64830211299999 75.25941536400018 -43.61702270200003 75.30349913400008 -43.61174169699999 75.31066234699999 -43.643018360000006,2023-11-26 05:31:33.803,2023-11-26 05:52:41.962,
3153,jw03153-o002_t002_miri_f1130w,MIRI,F1130W,No,Polygon 75.26654409099986 -43.64830256499999 75.25940317699997 -43.61702315599998 75.30348694300002 -43.61174213700001 75.3106501749998 -43.64301879700001,2023-11-26 06:02:24.746,2023-11-26 06:23:24.649,
3153,jw03153-o002_t002_miri_f770w,MIRI,F770W,No,Polygon 75.266549293 -43.64828413199999 75.25940832899978 -43.617004729 75.3034920750002 -43.61172367099998 75.31065535700026 -43.64300032600002,2023-11-26 04:59:52.813,2023-11-26 05:20:55.468,
3153,jw03153-o003_t003_miri_f1000w,MIRI,F1000W,No,Polygon 36.78761546500001 -53.451861165000004 36.73517184700002 -53.44640858099997 36.74452650699998 -53.41454080099999 36.79693201099998 -53.41998929900002,2024-08-14 07:19:58.735,2024-08-14 08:16:38.220,
3153,jw03153-o003_t003_miri_f1130w,MIRI,F1130W,No,Polygon 36.787611373999994 -53.45186991900002 36.73516773299998 -53.446417379999986 36.74452231599998 -53.414549593999986 36.79692784200002 -53.41999804500001,2024-08-14 08:38:14.218,2024-08-14 09:34:48.135,
3153,jw03153-o003_t003_miri_f770w,MIRI,F770W,No,Polygon 36.787583966999996 -53.451862146999986 36.73514033299999 -53.446409605 36.74449491999998 -53.41454181699997 36.79690043999999 -53.41999027100001,2024-08-14 06:00:50.515,2024-08-14 06:57:35.568,
3153,jw03153-o008_t008_miri_f1000w,MIRI,F1000W,No,Polygon 98.08263262400027 -68.20216641099975 98.04131853499982 -68.17442686600006 98.11741572599986 -68.15875505200007 98.15879357900008 -68.18647564099994,2023-11-26 07:43:31.159,2023-11-26 08:02:53.923,
3153,jw03153-o008_t008_miri_f1130w,MIRI,F1130W,No,Polygon 98.0826091130003 -68.20216978600021 98.04129478800024 -68.17443028800022 98.11739186100021 -68.15875838600022 98.15876994900022 -68.1864789279998,2023-11-26 08:10:48.469,2023-11-26 08:30:05.665,
3153,jw03153-o008_t008_miri_f770w,MIRI,F770W,No,Polygon 98.08259973399974 -68.202152542 98.04128570100018 -68.17441299100027 98.11738286399978 -68.15874118799992 98.15876066100027 -68.1864617840002,2023-11-26 07:15:10.040,2023-11-26 07:34:41.124,
3153,jw03153-o009_t009_miri_f1000w,MIRI,F1000W,No,Polygon 236.4656667999998 -62.974718567000274 236.53525977300026 -62.97248637299989 236.54031622699998 -63.00475352799982 236.4706467059998 -63.00698818999986,2024-07-21 03:29:06.419,2024-07-21 03:40:56.845,
3153,jw03153-o009_t009_miri_f1130w,MIRI,F1130W,No,Polygon 236.4656633020002 -62.97471006700006 236.5352562600001 -62.97247790700013 236.54031263600015 -63.00474506299988 236.47064313099983 -63.00697969100003,2024-07-21 03:46:13.234,2024-07-21 03:58:28.620,
3153,jw03153-o009_t009_miri_f770w,MIRI,F770W,No,Polygon 236.46570494500023 -62.97471294099991 236.53529789300023 -62.97248066599991 236.5403545250001 -63.00474781499981 236.47068503000025 -63.00698255700025,2024-07-21 03:10:33.652,2024-07-21 03:22:43.470,
3153,jw03153-o010_t004_miri_f1000w,MIRI,F1000W,No,Polygon 71.61517824199974 -26.482807912000016 71.64677934900003 -26.468495544000017 71.66310196699973 -26.497357009999998 71.63149495599995 -26.511672971999978,2024-01-29 02:12:35.275,2024-01-29 02:35:23.402,
3153,jw03153-o010_t004_miri_f1130w,MIRI,F1130W,No,Polygon 71.61517502600024 -26.482799807999996 71.64677612699995 -26.46848742900001 71.66309875500005 -26.497348890999994 71.6314917510001 -26.51166486299998,2024-01-29 01:05:03.631,2024-01-29 01:27:46.190,
3153,jw03153-o010_t004_miri_f770w,MIRI,F770W,No,Polygon 71.61519430400006 -26.48279598100002 71.64679536799987 -26.46848354299999 71.66311806399975 -26.49734497200002 71.63151109800008 -26.511661004000025,2024-01-29 03:21:13.543,2024-01-29 03:44:09.990,
3153,jw03153-o010_t005_miri_f1000w,MIRI,F1000W,No,Polygon 71.61577657299992 -26.482459721000005 71.64737747799994 -26.468147165000012 71.66370026000021 -26.497008534000006 71.63209345199996 -26.511324683,2024-01-29 02:45:20.073,2024-01-29 03:08:10.952,
3153,jw03153-o010_t005_miri_f1130w,MIRI,F1130W,No,Polygon 71.61577327300024 -26.482451633999982 71.64737422199997 -26.468139156999978 71.66369691300021 -26.49700056699998 71.63209006100024 -26.51131663800002,2024-01-29 01:37:53.933,2024-01-29 02:00:44.876,
3153,jw03153-o010_t005_miri_f770w,MIRI,F770W,No,Polygon 71.61579290099992 -26.482447930000006 71.64739382799978 -26.46813541999999 71.66371655599993 -26.49699681100002 71.6321097270002 -26.511312915000023,2024-01-29 03:54:17.733,2024-01-29 04:17:11.428,
3153,jw03153-o011_t006_miri_f1000w,MIRI,F1000W,No,Polygon 147.15734959600016 -71.63135357899976 147.2552181510002 -71.63872068099975 147.2313953729997 -71.67018989599985 147.13337392700006 -71.66281058600018,2024-05-22 00:32:25.662,2024-05-22 00:46:18.173,
3153,jw03153-o011_t006_miri_f1130w,MIRI,F1130W,No,Polygon 147.1573600230001 -71.631345104 147.2552285829998 -71.638712139 147.23140603299981 -71.67018136999998 147.13338458199996 -71.66280212700026,2024-05-22 01:08:44.092,2024-05-22 01:22:47.739,
3153,jw03153-o011_t006_miri_f770w,MIRI,F770W,No,Polygon 147.1574097960002 -71.63135383200017 147.2552783850001 -71.63872089299986 147.23145573999975 -71.6701901190002 147.1334342600002 -71.66281085100003,2024-05-21 23:54:43.904,2024-05-22 00:08:41.984,
3153,jw03153-o011_t007_miri_f1000w,MIRI,F1000W,No,Polygon 147.15603719100014 -71.63142671600005 147.2539055970002 -71.63879451199975 147.23008047200017 -71.67026355800023 147.1320591779999 -71.66288355299987,2024-05-22 00:49:35.229,2024-05-22 01:03:22.172,
3153,jw03153-o011_t007_miri_f1130w,MIRI,F1130W,No,Polygon 147.1560458740002 -71.63141822900026 147.2539142380002 -71.63878602299975 147.23008913400017 -71.67025506900025 147.13206788299982 -71.66287506699989,2024-05-22 01:26:15.867,2024-05-22 01:40:19.514,
3153,jw03153-o011_t007_miri_f770w,MIRI,F770W,No,Polygon 147.1560978879998 -71.63142690799992 147.2539663560002 -71.63879462600002 147.23014148600018 -71.67026369200016 147.13212013000015 -71.66288376499999,2024-05-22 00:12:04.607,2024-05-22 00:26:02.687,
3177,jw03177-c1001_t001_miri_f1000w,MIRI,F1000W,No,Polygon 194.2422773570001 21.787576033999997 194.2866743480002 21.756596998999978 194.19556993299977 21.64390361000002 194.1511881070002 21.674858385000018,2024-06-18 16:34:39.987,2024-06-18 17:57:57.903,
3177,jw03177-c1001_t001_miri_f1130w,MIRI,F1130W,No,Polygon 194.24228467499978 21.787584054999982 194.28668172800022 21.756605092999994 194.19557752499995 21.643911553999974 194.15119563700003 21.67486625500001,2024-06-18 16:51:57.881,2024-06-18 18:37:00.109,
3177,jw03177-o001_t001_miri_f1000w,MIRI,F1000W,No,Polygon 194.17339514900024 21.702358674000017 194.2035915380001 21.68128681200001 194.18137467499977 21.653795880999986 194.1511807979999 21.674863724000033,2024-06-18 16:34:39.987,2024-06-18 16:49:16.883,
3177,jw03177-o001_t001_miri_f1130w,MIRI,F1130W,No,Polygon 194.17340262700017 21.70236657999998 194.20359905899988 21.68129476899998 194.18138224800012 21.653803801000002 194.15118832900015 21.674871594000024,2024-06-18 16:51:57.881,2024-06-18 17:08:28.562,
3177,jw03177-o002_t001_miri_f1000w,MIRI,F1000W,No,Polygon 194.25420181799973 21.776060836000006 194.28442107100014 21.758419502000006 194.26525073900015 21.730094755000028 194.23503509299996 21.747732609000025,2024-06-18 17:29:58.959,2024-06-18 17:57:57.903,
3177,jw03177-o002_t001_miri_f1130w,MIRI,F1130W,No,Polygon 194.25420723599981 21.776067960000006 194.28442649099983 21.758426629000017 194.26525616199984 21.730101881 194.23504051300023 21.747739731999985,2024-06-18 18:07:35.156,2024-06-18 18:37:00.109,
3195,jw03195-o002_t002_miri_f560w,MIRI,F560W,Yes,Polygon 193.47699829800027 -14.156331491 193.4488243860001 -14.140203044000021 193.46579553300012 -14.112327144000005 193.49396719599997 -14.128453614999984,2024-01-30 00:18:34.795,2024-01-30 01:12:41.658,
3195,jw03195-o004_t009_miri_f560w,MIRI,F560W,Yes,Polygon 28.02200304800002 32.99493714399998 27.986867503000003 32.983233594000026 27.972620242 33.01330186 28.007765876000008 33.02500940099998,2024-08-11 07:02:15.563,2024-08-11 07:56:33.498,
3195,jw03195-o005_t003_miri_f560w,MIRI,F560W,Yes,Polygon 9.034810368000027 2.0753614179999995 9.064608625999984 2.086232413000003 9.075708121999988 2.0558465239999983 9.045910358000002 2.0449757359999983,2023-11-18 03:30:53.259,2023-11-18 05:18:41.979,
3195,jw03195-o006_t004_miri_f560w,MIRI,F560W,Yes,Polygon 72.27993571100008 30.58548950399998 72.31674226100009 30.586196360999995 72.31757449800027 30.55383323099999 72.28078022099973 30.55312660999997,2024-03-05 01:58:56.327,2024-03-05 03:13:04.850,
3195,jw03195-o007_t005_miri_f560w,MIRI,F560W,Yes,Polygon 277.5789697940002 -16.070415358999966 277.61193267500005 -16.071612828999978 277.61066354400003 -16.103934012999982 277.5776953069999 -16.10273634900002,2023-09-26 17:38:06.837,2023-09-26 18:52:09.792,
3195,jw03195-o008_t006_miri_f560w,MIRI,F560W,Yes,Polygon 21.704336998000006 -2.4473465649999993 21.73239126600001 -2.432498100000001 21.747556753999973 -2.461098151000001 21.719502055000028 -2.475946933999998,2023-11-26 13:51:32.668,2023-11-26 14:45:39.531,
3195,jw03195-o010_t007_miri_f560w,MIRI,F560W,Yes,Polygon 351.6110831660001 -5.468638529 351.6413209919998 -5.458692746999999 351.6515172840002 -5.489407148999998 351.62127807200005 -5.499353442,2023-12-11 18:04:55.683,2023-12-11 19:19:06.957,
3195,jw03195-o059_t008_miri_f560w,MIRI,F560W,Yes,Polygon 146.01475920599995 -0.7565239860000008 146.0427339570002 -0.7714510240000003 146.02750119199976 -0.7999936200000024 145.99952630599975 -0.7850664799999992,2024-05-13 13:42:18.568,2024-05-13 16:36:26.745,
3226,jw03226-o001_t001_miri_f1130w,MIRI,F1130W,No,Polygon 122.92359736300006 47.51262983700001 122.96745803600001 47.502252026999976 122.95194186899998 47.472335545000014 122.90810311500007 47.482707444,2024-04-12 15:21:05.141,2024-04-12 17:56:54.424,
3226,jw03226-o002_t002_miri_f1130w,MIRI,F1130W,No,Polygon 151.00742104999983 32.94620560600002 151.04065414599975 32.93179767900002 151.02331968800027 32.903634195 150.99009434899975 32.91803753599997,2024-05-09 04:53:19.104,2024-05-09 07:29:38.979,
3226,jw03226-o003_t003_miri_f1130w,MIRI,F1130W,No,Polygon 188.53219139499993 39.03633979199998 188.56344085499993 39.01643545299998 188.537574952 38.991921479 188.5063290480001 39.01181891800002,2024-06-02 16:15:41.599,2024-06-02 18:52:20.866,
3226,jw03226-o004_t004_miri_f1130w,MIRI,F1130W,No,Polygon 226.27785708699972 37.39044817999998 226.2799725800001 37.359098674000016 226.24014552200026 37.35739470800002 226.23801342900018 37.388743502,2024-05-15 20:45:42.030,2024-05-15 23:20:46.961,
3226,jw03226-o005_t005_miri_f1130w,MIRI,F1130W,No,Polygon 337.3556155389997 27.416352481999976 337.3908278430001 27.419272448000022 337.3941436550003 27.38770826399998 337.35894131800006 27.38478913299998,2023-11-16 04:44:14.406,2023-11-16 07:17:17.225,
3226,jw03226-o006_t006_miri_f1130w,MIRI,F1130W,No,Polygon 122.93231123500018 47.504945835 122.976178867 47.49459384600002 122.96070352699977 47.464668242000016 122.91685783599988 47.47501433499999,2024-04-12 18:22:54.065,2024-04-12 18:53:42.293,
3226,jw03226-o007_t007_miri_f1130w,MIRI,F1130W,No,Polygon 151.0156247250002 32.93936904000002 151.04887695399978 32.924996417999985 151.03158628599977 32.896814547000005 150.99834183800021 32.91118259300001,2024-05-09 07:54:07.029,2024-05-09 08:30:11.471,
3226,jw03226-o008_t008_miri_f1130w,MIRI,F1130W,No,Polygon 188.51968755400026 39.03298665400002 188.550977009 39.013121675999976 188.5251634520001 38.98857517700001 188.49387760799982 39.00843326100003,2024-06-02 19:19:15.988,2024-06-02 19:55:09.438,
3226,jw03226-o009_t009_miri_f1130w,MIRI,F1130W,No,Polygon 226.28664920400024 37.38352849600001 226.28884443699977 37.35218246399998 226.249025494 37.35041436300003 226.2468136740001 37.38175965600001,2024-05-15 23:47:55.907,2024-05-16 00:24:19.949,
3226,jw03226-o010_t010_miri_f1130w,MIRI,F1130W,No,Polygon 337.3642782060001 27.410411990999982 337.3994834059999 27.41338108799998 337.4028549190003 27.38182157399999 337.36765967600024 27.37885332400001,2023-11-16 07:42:29.627,2023-11-16 08:15:36.614,
3228,jw03228-o001_t012_miri_f1000w,MIRI,F1000W,No,Polygon 234.82882692899977 -34.771701216000004 234.8670409689998 -34.776136035 234.86153688099975 -34.808166723 234.82330829300028 -34.80373018199998,2024-07-17 11:03:05.965,2024-07-17 11:55:55.165,
3228,jw03228-o002_t002_miri_f1000w,MIRI,F1000W,No,Polygon 234.83100423899995 -34.773129454 234.86940095000014 -34.77633204599999 234.86542830499968 -34.80851535100002 234.82701676000016 -34.805311509,2024-07-11 16:15:30.065,2024-07-11 17:34:10.496,
3228,jw03228-o003_t015_miri_f1000w,MIRI,F1000W,No,Polygon 63.527289243000226 28.459336884000027 63.56323314400017 28.46185873300002 63.56615387499989 28.429613519000032 63.530220858999996 28.427092438000003,2024-02-18 23:27:02.246,2024-02-19 00:04:13.463,['A907 TC']
3228,jw03228-o004_t016_miri_f1000w,MIRI,F1000W,No,Polygon 63.53746426500006 28.176014388999977 63.573311374999804 28.178548802999998 63.57623894900004 28.14630461899999 63.540402567000186 28.143770969,2024-02-18 22:21:52.170,2024-02-18 22:59:03.323,['2008 TW52']
3228,jw03228-o006_t009_miri_f1000w,MIRI,F1000W,No,Polygon 241.75962558000026 -39.06734075899997 241.80045391100003 -39.06770243400002 241.7999877140002 -39.10004870899999 241.759140661 -39.09968686799997,2024-07-17 16:10:54.211,2024-07-17 18:10:55.599,
3228,jw03228-o007_t011_miri_f1000w,MIRI,F1000W,No,Polygon 242.67608089500015 -38.888326843999984 242.71656027499984 -38.89182597100002 242.71197994699986 -38.92397688000001 242.67148245700008 -38.92047616800002,2024-08-01 12:27:33.763,2024-08-01 13:44:39.857,
3228,jw03228-o008_t010_miri_f1000w,MIRI,F1000W,No,Polygon 242.188571703 -39.629813637999995 242.22948255500023 -39.63330575599998 242.22486300099982 -39.66545748000001 242.18393335399983 -39.661963738000026,2024-08-01 14:18:11.772,2024-08-01 15:36:02.283,
3228,jw03228-o009_t013_miri_f1000w,MIRI,F1000W,No,Polygon 242.08926213599997 -38.47495120699998 242.12945379700022 -38.47881605399999 242.12442278800012 -38.51092335000003 242.0842134839998 -38.507056780999996,2024-08-01 16:11:41.878,2024-08-01 17:18:56.933,
3228,jw03228-o010_t001_miri_f1000w,MIRI,F1000W,No,Polygon 241.9290713779997 -38.970113824999984 241.96967722500023 -38.972999989000016 241.96589659699984 -39.00521420799998 241.9252724220002 -39.00232672999997,2024-07-28 07:54:43.084,2024-07-28 10:01:32.408,
3228,jw03228-o011_t003_miri_f1000w,MIRI,F1000W,No,Polygon 240.0889217930001 -41.72987834499999 240.1313436470001 -41.73151914999998 240.12910965499972 -41.763824286 240.08666650800018 -41.762182655,2024-07-24 06:02:23.360,2024-07-24 07:18:31.215,
3228,jw03228-o012_t022_miri_f1000w,MIRI,F1000W,No,Polygon 75.74449180499984 25.38398411999998 75.77957732500018 25.38435632399997 75.77999290499986 25.35201122800001 75.74491677399992 25.351639124000002,2024-03-02 20:02:16.625,2024-03-02 21:22:12.000,
3228,jw03228-o014_t005_miri_f1000w,MIRI,F1000W,No,Polygon 243.14377683500015 -38.25193080700003 243.18388644399974 -38.255519295000006 243.17923017099977 -38.287659935999976 243.13910303800014 -38.284069858999985,2024-08-01 17:51:22.224,2024-08-01 18:43:27.008,
