Proposal,Observation,Instrument,Filter,Moving,Polygon,Exp Start,Exp End,Asteroids
1268,jw01268-o002_t002_miri_f770w-sub256,MIRI,F770W,No,Polygon 194.02476611800017 56.90758570799998 194.0236822719999 56.89892117799997 194.0079280640001 56.89950778999999 194.00900827099994 56.90817245600001,2023-04-01 15:34:19.637,2023-04-01 15:38:22.002,
1269,jw01269-o002_t001_miri_f1130w,MIRI,F1130W,No,Polygon 201.38915744799996 -43.044128842 201.36935577699973 -43.01512646499999 201.40829817500023 -43.000909610000015 201.428113655 -43.02990527000002,2023-03-19 17:09:26.998,2023-03-19 17:42:09.003,
1269,jw01269-o002_t001_miri_f560w,MIRI,F560W,No,Polygon 201.38915814099983 -43.044112972000015 201.36935675799978 -43.01511049400002 201.40829928100015 -43.00089384199998 201.42811447400024 -43.029889603000015,2023-03-19 18:27:06.386,2023-03-19 18:59:51.143,
1269,jw01269-o002_t001_miri_f770w,MIRI,F770W,No,Polygon 201.3891532310002 -43.044111021 201.3693519189999 -43.01510851699999 201.40829447600012 -43.00089191500002 201.4281095979999 -43.029887702000025,2023-03-19 17:48:40.276,2023-03-19 18:21:22.281,
1269,jw01269-o003_t002_miri_f1130w,MIRI,F1130W,No,Polygon 201.53140396200027 -43.037117966 201.51200487099993 -43.00879597699998 201.55087978799997 -42.99455520099997 201.5702923089998 -43.02287061999999,2023-03-19 19:17:45.102,2023-03-19 19:24:16.421,
1269,jw01269-o003_t002_miri_f560w,MIRI,F560W,No,Polygon 201.5314033580002 -43.03710126800003 201.5120043249998 -43.00877926100002 201.55087925800026 -42.99453852300002 201.57029171999977 -43.022853961999985,2023-03-19 19:43:03.117,2023-03-19 19:49:31.620,
1269,jw01269-o003_t002_miri_f770w,MIRI,F770W,No,Polygon 201.53139914199969 -43.037100689999974 201.5120000430003 -43.00877870700002 201.5508749420003 -42.99453791999998 201.57028746999998 -43.022853335,2023-03-19 19:30:44.942,2023-03-19 19:37:16.197,
1270,jw01270-o001_t002_miri_f1280w,MIRI,F1280W,No,Polygon 181.9180493179997 -39.568853974000014 181.89215985899972 -39.54425967200001 181.92417217600018 -39.52422048599998 181.95006550200006 -39.54880768499998,2023-02-07 16:01:18.440,2023-02-07 17:06:59.080,
1270,jw01270-o002_t001_miri_f1000w,MIRI,F1000W,No,Polygon 181.88972081099996 -39.57055450999997 181.86028455299976 -39.54250494199998 181.8968683619997 -39.51967289700001 181.92630971800017 -39.547713235999986,2023-02-07 17:27:58.986,2023-02-07 17:34:10.823,
1270,jw01270-o002_t001_miri_f1500w,MIRI,F1500W,No,Polygon 181.88973041799989 -39.570553277000016 181.86029394399978 -39.54250384399999 181.89687757500005 -39.51967162999998 181.92631914800026 -39.54771183399999,2023-02-07 17:18:57.849,2023-02-07 17:24:53.063,
1272,jw01272-o001_t001_miri_f1280w,MIRI,F1280W,Yes,Polygon 353.38343919599987 -4.167509285999999 353.41356180300016 -4.157490853000002 353.4236467189998 -4.187650644999999 353.3935230829998 -4.197669463,2022-12-02 07:25:00.916,2022-12-02 08:54:52.914,
1272,jw01272-o002_t001_miri_f2100w,MIRI,F2100W,Yes,Polygon 353.39126517300014 -4.149226108999999 353.42202034699994 -4.139056673000001 353.4322562549998 -4.169848138000002 353.40150001100017 -4.180017970999997,2022-12-02 09:19:34.846,2022-12-02 09:23:00.209,
1272,jw01272-o002_t001_miri_f2550w,MIRI,F2550W,Yes,Polygon 353.39125082899994 -4.149237040000002 353.4220059539998 -4.139067453000003 353.43224201299995 -4.169858867999999 353.4014858190001 -4.180028851000002,2022-12-02 09:27:54.365,2022-12-02 09:31:16.912,
1272,jw01272-o004_t002_miri_f1280w,MIRI,F1280W,Yes,Polygon 227.50673973599973 -33.70694685500001 227.47424312200027 -33.69049134500001 227.4944041700001 -33.66292974499999 227.52689422300028 -33.679379979000025,2023-03-20 04:12:58.652,2023-03-20 06:08:11.456,
1272,jw01272-o009_t001_miri_f1280w,MIRI,F1280W,Yes,Polygon 353.38304493599975 -4.165428642000003 353.4131969490001 -4.1554004120000005 353.42328189099993 -4.1855603880000025 353.3931288469999 -4.195589002999998,2022-12-05 09:35:13.052,2022-12-05 11:04:06.810,
1272,jw01272-o010_t001_miri_f2100w,MIRI,F2100W,Yes,Polygon 353.39095518399984 -4.147422735000002 353.42168090900026 -4.137262881999997 353.43192662700017 -4.168083526000001 353.4011998329997 -4.178243776999999,2022-12-05 11:28:45.925,2022-12-05 11:32:08.472,
1272,jw01272-o010_t001_miri_f2550w,MIRI,F2550W,Yes,Polygon 353.39095401499975 -4.1474193449999985 353.42167971900017 -4.137259431000003 353.43192549800006 -4.168080055999998 353.4011987239998 -4.178240366999998,2022-12-05 11:37:08.197,2022-12-05 11:40:33.559,
1272,jw01272-o012_t005_miri_f2550w,MIRI,F2550W,Yes,Polygon 353.3946582779997 -4.065224847999999 353.425328478 -4.054908833 353.43572070499977 -4.085647759000001 353.4050494660001 -4.095964169000003,2022-12-02 11:05:21.528,2022-12-02 11:08:46.827,
1272,jw01272-o013_t005_miri_f2550w,MIRI,F2550W,Yes,Polygon 353.3900316560001 -4.062970119999999 353.4207389080001 -4.052667466999997 353.4311077530001 -4.083414275000002 353.4003994609998 -4.093717322,2022-12-05 13:22:57.631,2022-12-05 13:26:22.993,
1273,jw01273-o003_t001_miri_f2100w,MIRI,F2100W,Yes,Polygon 218.3188633680002 15.22091454699999 218.28555839399968 15.217747552 218.28225759299985 15.250037511 218.3155676299998 15.25320499199998,2023-03-12 08:15:16.409,2023-03-12 09:55:07.865,['2003 EL61']
1273,jw01273-o003_t001_miri_f2550w,MIRI,F2550W,Yes,Polygon 218.31860631600014 15.221188591000026 218.28530114599994 15.218021547000001 218.28200029000018 15.250311653999987 218.31531052299977 15.253479184000001,2023-03-12 08:40:28.887,2023-03-12 10:38:11.479,['2003 EL61']
1273,jw01273-o011_t007_miri_f2550w,MIRI,F2550W,Yes,Polygon 218.31809389199992 15.30512013899999 218.2847837930002 15.301890601000006 218.2814132930001 15.334203236999977 218.3147284870001 15.337433274000023,2023-03-12 11:01:02.408,2023-03-12 11:05:48.245,
1275,jw01275-c1000_t001_miri_f1280w,MIRI,F1280W,No,Polygon 318.5680825510002 -22.867443144000017 318.5187843080001 -22.873903537000025 318.51145878099976 -22.82637472899998 318.56074014599994 -22.819916594,2023-06-12 03:54:33.240,2023-06-12 05:25:56.875,
1275,jw01275-o001_t001_miri_f1280w,MIRI,F1280W,No,Polygon 318.553506953 -22.869377385999993 318.51880916899984 -22.87392410400001 318.51385141700024 -22.84177068799998 318.548541161 -22.83722504499999,2023-06-12 05:22:45.374,2023-06-12 05:25:56.875,
1275,jw01275-o001_t001_miri_f1500w,MIRI,F1500W,No,Polygon 318.5535069250002 -22.869368880999986 318.5188091430001 -22.873915599000004 318.51385139099995 -22.841762183000025 318.54854113300007 -22.837216539999982,2023-06-12 05:15:40.760,2023-06-12 05:19:53.291,
1275,jw01275-o001_t001_miri_f1800w,MIRI,F1800W,No,Polygon 318.55351024800007 -22.86939221999998 318.51881249900015 -22.87393919300002 318.5138544679999 -22.841785813000012 318.5485441760002 -22.837239915000005,2023-06-12 04:58:17.343,2023-06-12 05:03:50.348,
1275,jw01275-o001_t001_miri_f2100w,MIRI,F2100W,No,Polygon 318.5534935010001 -22.869381128999997 318.51879571399985 -22.87392783700001 318.51383797200015 -22.84177441900001 318.5485277189999 -22.837228785999972,2023-06-12 05:06:34.101,2023-06-12 05:12:43.211,
1275,jw01275-o004_t001_miri_f1280w,MIRI,F1280W,No,Polygon 318.565677042 -22.851874726 318.53176780299975 -22.856872864999975 318.52623811800026 -22.82498605099998 318.56013961299976 -22.819989083000028,2023-06-12 03:54:33.240,2023-06-12 04:35:37.549,
1276,jw01276-o004_t001_miri_f1280w,MIRI,F1280W,No,Polygon 121.84065738699995 -66.29845496900029 121.84662467300006 -66.33065410199985 121.76595254500006 -66.33304564200024 121.76008799199994 -66.3008434470002,2023-07-13 11:00:20.855,2023-07-13 11:06:21.623,
1276,jw01276-o004_t001_miri_f1500w,MIRI,F1500W,No,Polygon 121.84063641700018 -66.2984545189998 121.84660375800023 -66.33065365100012 121.76593163600026 -66.3330452129998 121.7600670269998 -66.30084301999996,2023-07-13 11:09:41.471,2023-07-13 11:20:25.270,
